,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14
10,-0.060754260015225575,-0.062332616804562785,-0.06696611546952745,-0.12193382305496352,-0.1215354369823113,-0.11419217235466773,-0.08006302237286202,-0.07719209984230696,-0.07316843097793822,-0.1333853016460219,-0.134938631745086,-0.2764860844322225,-0.31578223945895983,-0.32182015803769215,-0.2346968236128254,-0.15627317695182716,-0.15244161106106544,-0.11851502916433208,-0.10634344733523242,-0.09887868360479467,-0.10504535436511123,0.05140379157527019,0.043662410861628455,0.03361527026516758,-0.1670175707907832,-0.1663122641046892,-0.1204521851031851,-0.1883120703216257,-0.18293215422182146,-0.13707635879650745,-0.045727012666126735,-0.047881363884704056,-0.06345262966553178,-0.08463325396928666,-0.0843223108689427,-0.08468459731726177,-0.222893030268588,-0.2224628291672513,-0.2179258295903418,-0.12336219568632863,-0.12357039095538681,-0.1296648956518892
11,-0.15983224784342398,-0.15876825639118924,-0.13093599181043197,-0.09317107793004335,-0.09338563831627252,-0.09215043541213644,-0.2205089228397109,-0.23113232574982015,-0.22854854598018093,-0.0362515524840057,-0.037528420036376804,-0.08907179116196562,0.04070363352986604,0.04227087387086996,-0.13985224572332164,-0.048945230271345445,-0.05235400664824027,-0.07932589243594107,-0.1472044774306209,-0.14835714188029242,-0.156934997503539,-0.14154753258976993,-0.14118927590036143,-0.16911972163156286,-0.10283187437392219,-0.1012752268318649,-0.08956854998158552,1.8260505758676158,1.6492010122061078,0.4661154947562043,-0.15448149529054836,-0.15443507767176695,-0.15942176878284606,-0.08133423092545834,-0.10255734643875203,-0.11132330294483228,-0.21525851547617889,-0.21479190285848557,-0.21016194366759558,-0.174256939597312,-0.1742687459565438,-0.17879935993182944
12,-0.0698932219267846,-0.07069792429619244,-0.07086624254755876,-0.06448248882023287,-0.06532212648688893,-0.07027749954433109,0.06631159259911758,0.0666581408113027,0.07127693275018046,-0.18579855804286668,-0.18381937253425795,-0.18412793985694825,-0.19650601414150112,-0.1988151735599953,-0.17114013323223523,-0.17165681829990853,-0.16863358360730832,-0.1292102508446382,-0.01830435538419334,-0.019015898139633693,-0.026854394319344884,-0.21229979396076373,-0.2088747314856392,-0.20838380896315467,-0.13400611759205838,-0.1316305258486209,-0.12114278684831534,-0.14441447505040111,-0.1423781068439884,-0.1202692468279648,-0.15486262551545757,-0.15481294180134436,-0.15974880633615574,-0.07040313512142028,-0.07013162468002501,-0.07122378982052624,-0.19310103361757036,-0.19254344132118784,-0.18773386727222272,-0.1673757266361655,-0.16751359025288678,-0.17269851147295706
13,-0.2125622735280217,-0.21051929335840242,-0.16657411247131673,-0.10984531780702558,-0.10970840246707199,-0.10495796563934,-0.04798922985648445,-0.048244898444876734,-0.04217423337370817,-0.086993023660441,-0.08789750373604077,-0.15331764502166714,-0.24503874377223686,-0.26295560765969195,-0.25177119625619215,-0.18122309727527267,-0.17491234018653093,-0.13728470329261377,-0.12428835428423272,-0.1254435115611107,-0.13425097265298805,-0.17438709497011579,-0.17141125740845475,-0.1716926913969103,-0.14359303517443908,-0.14152170974251607,-0.13555010995798342,-0.1743304427236643,-0.17211178133887375,-0.14621836542028235,-0.17216689515035552,-0.17179372917239033,-0.17519871817484145,-0.15397361828219047,-0.15353018597773038,-0.15084374434643077,-0.23200061582338108,-0.2316045943282329,-0.22712736976199754,-0.12300181802639762,-0.12324874381972149,-0.12951958195123559
14,-0.150073586647897,-0.14920768276243757,-0.12439208294072383,-0.10244983934469704,-0.10247031676874566,-0.09926729326511723,-0.03622126233890491,-0.03849155785330499,-0.09078519154868246,-0.019855707161579313,0.015859595731692804,0.4764783381522406,-0.3071520347495066,-0.31541327920702866,-0.2538438373620809,-0.1500430750874767,-0.14649095820780358,-0.08876209096452545,-0.1244635626418854,-0.12571012414467456,-0.1349236570719319,-0.15578229007554992,-0.15315919608324213,-0.15500643110925244,-0.1518124101677091,-0.15139060625140274,-0.12470906002489529,-0.13111428706860595,-0.13653947932794858,-0.1336385400671949,-0.13806294701677072,-0.13836360987952814,-0.14503375543988095,-0.13666752419226988,-0.13632613341692562,-0.13472057917945277,-0.20721166860834148,-0.2067211819502686,-0.20207471981701394,-0.15812420802756993,-0.15829201413318925,-0.1637352270999277
15,-0.16632380796319926,-0.1648651036799384,-0.1349758604029808,-0.12312378749322578,-0.12269774079475375,-0.11509681942590863,0.9841809126732926,1.0757296481504937,2.139148821069917,-0.17669864780176886,-0.15231030610406013,0.14938398538398925,-0.1366351038051341,-0.1357830894629654,-0.09605991577457652,-0.15318460310038984,-0.15036869488631532,-0.10448886087822007,-0.17128704426108252,-0.17251190218706589,-0.18118703170002856,-0.18313256140906953,-0.17891404001915842,-0.16898716110111378,-0.14111123313243018,-0.14066033588629165,-0.14648649589113522,-0.17569393546078035,-0.17347539504215986,-0.14744658165285773,-0.21018625414467718,-0.20903775848832395,-0.20866990403613378,-0.13341982893435886,-0.1330251581341929,-0.13147005025457711,-0.21024126942379343,-0.2097533083087,-0.2050755213249603,-0.18672021521433999,-0.18684911420916503,-0.1917317575751963
16,-0.1234798972204559,-0.12315882061965518,-0.1066115110954872,-0.0842692011438507,-0.08467490896918613,-0.08534478247674498,-0.025831476941131967,-0.025466543663835106,-0.020406658232896148,0.0013389483330905696,0.03828362615636799,0.12930540690407785,-0.2008061385777604,-0.2033593176831775,-0.15542037278348134,-0.14451971491028517,-0.14233262385035733,-0.08274151881783443,-0.10984528018714954,-0.11120466993572278,-0.12100583752684838,-0.17072864295911008,-0.1626330613271839,-0.14421312120999977,-0.1522679486781186,-0.15164818404547128,-0.13445306581654853,-0.18173940378873965,-0.17948583948784258,-0.15272226341345904,-0.16353720780653805,-0.16329605840697456,-0.1673588826109887,-0.18241907311075725,-0.18200858758369315,-0.17873372425692455,-0.21372559214420175,-0.2132472523313488,-0.20856718238431027,-0.13523917796558288,-0.13544640265717312,-0.14137500408149262
17,-0.1636162952258507,-0.1628159223703412,-0.13474871480942563,-0.10711951457623516,-0.10703955334205151,-0.1028609292746736,-0.11877364270158623,-0.1187274702549302,-0.11517752404917722,-0.19302384589657584,-0.21876502347774926,-0.32755449341152226,-0.26844633935100587,-0.2746101893344765,-0.21790265086699645,-0.12235155531433284,-0.12109565116710047,-0.0853468250189919,-0.22557689658795574,-0.22672080397175653,-0.2345258212235597,-0.17539507986033434,-0.17208045687233947,-0.1731361498265268,-0.16255313635564614,-0.16207530882882262,-0.1126628548623912,-0.16154453530392823,-0.15940260762017727,-0.13513137170581346,-0.21014043711994324,-0.20899043651294766,-0.20863006735502154,-0.23846821874208043,-0.2379927549132989,-0.2325816118988269,-0.24351771353342835,-0.24316668014717696,-0.23878333931928275,-0.1752056579075727,-0.1754912565670157,-0.18122755443693922
18,-0.16541573502735685,-0.16440431330705474,-0.13525697655164828,-0.12058495625687025,-0.12021338493055783,-0.11314246534824605,0.007604879426909442,0.007862210949302095,0.012596372675185364,0.07702200385187748,0.08027317334510642,0.08813059103769594,-0.2181594872068069,-0.2216437511021149,-0.17147507820445024,0.4427728113104351,0.41630519348416634,0.2270670287391122,-0.023525673916652803,-0.024994291142751576,-0.03611796160292797,-0.16166016487959517,-0.1590100533703256,-0.16058773125582648,-0.1436462373457355,-0.13178085643283816,-0.04092036641137468,-0.18292450787539086,-0.18065438542935264,-0.15368915297461802,0.029045236481697344,0.02547227946484263,0.0028886891868172998,-0.06365780420216637,-0.06332667822911157,-0.06406688584481791,-0.2534270604541127,-0.2531195906418344,-0.24883239718472153,-0.15772403183865888,-0.1578735257702781,-0.16317624146714735
19,-0.15703180777942652,-0.15622248871800953,-0.12981045484762593,-0.12851976587324074,-0.12797786104875425,-0.11922520285038708,-0.0882106238633459,-0.08809766903363878,-0.08426569546243858,-0.14341327187166986,-0.14292846923655989,-0.13488365781273645,-0.026078727299886296,-0.019352427091263686,0.005852787639321128,1.3033737056021328,1.2328184493451795,0.7146724176180074,0.4730210762245218,0.47067473414363303,0.4506515551640089,-0.17622953335077549,-0.17287539675909225,-0.17391358182331743,-0.1555805084535277,-0.1546656108381444,-0.13953931281420923,-0.1661744104125327,-0.16400863866342877,-0.13915379529490313,-0.21394756967850678,-0.21271056875782535,-0.21191112068206644,-0.1624964722315407,-0.16213286853995912,-0.15976474690714737,-0.24213032714818808,-0.24177760481006488,-0.2373936805207699,-0.2002365535548554,-0.2003657134315876,-0.2050574802434373
20,-0.18817988284242326,-0.18667335669760884,-0.1504074902255169,-0.0921573675698241,-0.09239565952908488,-0.09138982540956764,-0.07436105617571821,-0.07419861124714859,-0.07024796339355716,-0.14673488750604577,-0.14624462522968507,-0.13763476091451385,-0.20069404621409861,-0.20319662574794986,-0.1550034799623382,-0.13284753188220366,-0.12987308359608576,-0.09951658067606015,-0.14511075057019396,-0.1463917037597004,-0.15560812664754173,-0.17082814736074492,-0.16772089225458456,-0.16889802882130772,-0.15529983545401504,-0.15434098844493188,-0.1389704684052448,-0.16712333778316577,-0.16493504977060397,-0.1398948405498456,0.13688070748875925,0.13106763227903054,0.09761820391048212,-0.03191321983218507,-0.0316322002795021,-0.03401352097496182,-0.22652507961145057,-0.2261103668700916,-0.221609070974319,-0.06396625721028898,-0.06425045212469714,-0.07160464661580106
21,-0.20179322712938447,-0.1999861787903603,-0.1594101581281823,-0.1364782174249824,-0.13576191674447274,-0.1253063524114529,-0.13890044500361493,-0.13884101546096733,-0.13511622652116628,-0.2197186207829006,-0.219577377590645,-0.20172001263729925,-0.37405425954888993,-0.38585354655548965,-0.31553394392340295,-0.28780157491962094,-0.2769166882368007,-0.18753527380296262,-0.14446761076376033,-0.14574301706732148,-0.15489372220998154,-0.17558415537624927,-0.1722541872707126,-0.1732727847559949,-0.1907179432280757,-0.1904813202148188,-0.17845102818688363,-0.19061560914801762,-0.18831089440635482,-0.1604544938987795,-0.32151097725620265,-0.31810786108910405,-0.30681268755952157,-0.24590475261923253,-0.24543988163250313,-0.23981091012785422,-0.2431852267774094,-0.2428339345470039,-0.23845190087610743,-0.20601316507843231,-0.20612660654040957,-0.21067104853774893
22,-0.1868376386908424,-0.18536394422821043,-0.14951405484586267,0.4262399608303727,0.41471451405676835,0.3045329627768674,0.018145463559535047,-0.00498309586661994,-0.14371723705063227,0.21919399114467072,0.17535341350020342,-0.07536460053156822,0.14613546319860804,0.1621716997399792,0.16558151322092693,1.393390448808854,1.3179963000561667,0.7652275850842882,-0.17137501923439533,-0.1726121350771287,-0.1813057147203068,-0.1785523793025008,-0.17871564152293917,-0.19759463509591035,-0.15387448630057174,-0.1616468696733667,-0.20922934028425993,-0.0190785975388306,-0.017806299627104588,-0.011276227017696311,0.007760448906518703,0.004503336584273485,-0.01647493331694472,-0.06462164011454329,-0.08422964435532912,-0.13639611438848537,-0.25344155185839695,-0.2531342184569769,-0.24884687213630285,-0.1911727341895683,-0.1913017611231825,-0.19610094901862526
23,-0.23932477088091791,-0.23669043320161354,-0.1842998304435593,-0.14715819776858421,-0.14621253694990277,-0.13347200369822138,-0.2947818496525602,-0.2949779525457277,-0.2922362022751065,-0.4703642691064052,-0.471531436403605,-0.42233518507692774,-0.40949005396351346,-0.42410674710196067,-0.3502534521930465,-0.3122304603824666,-0.3000955858293925,-0.2013764818157523,-0.2177278073841625,-0.2188871264082489,-0.22682892045334382,-0.22404718729779863,-0.21836537973574818,-0.21748375333304287,-0.2787498810029483,-0.27904223247239585,-0.2629008749615987,-0.22882849801683486,-0.22628739578977233,-0.19363931260254258,-0.31071121551463815,-0.30752867118923277,-0.2972995929495105,-0.34091950100942425,-0.3403442934730572,-0.3310299082767087,-0.24531074695534533,-0.24496847718506298,-0.24060688063209631,-0.2328501159561988,-0.2329342995090841,-0.23698782596985274
24,-0.22963304864724676,-0.2272181537492302,-0.1778967546621837,0.0417848147912365,0.03863519472971266,0.010961519153126703,-0.17790189824721983,-0.17795662641669158,-0.1747215395838795,-0.2914316765112785,-0.291731405110037,-0.2650407156795764,-0.2776835154036735,-0.2843616602214581,-0.2265547175136545,0.728568661601049,0.6872983488112414,0.38859798700034814,-0.20875276666819978,-0.2099250862523117,-0.21800165466125326,-0.1990189006278001,-0.19456702424790898,-0.19473164033712428,-0.19420267789837684,-0.19408015272061763,-0.1826028013201492,-0.025233662360864374,-0.02395042787691304,-0.016750538573996325,-0.005343199468384724,-0.008376543746853298,-0.028201753980883863,17.79173585754106,17.767775140847323,17.073779081440826,-0.18507854224273093,-0.18448056368707294,-0.17952555895029965,-0.18365692308251105,-0.18380179975524058,-0.18879783263722863
25,-0.22252725352425376,-0.22026535095234523,-0.17317432504710153,-0.04634120927459759,-0.0476105198200956,-0.05654667472774621,-0.29551699468990633,-0.2957235958263423,-0.29303112506398643,-0.4100498097751755,-0.41092363523620645,-0.36931562034536936,-0.39490134373172786,-0.4097745329856589,-0.3368268885695784,0.03227720152987897,0.02666830413610475,-0.006328034272129973,-0.2149799542448441,-0.21613897401910562,-0.22409487316341153,-0.20275278138304573,-0.19810659527054283,-0.1980574918105248,-0.2616482728942428,-0.26280447754029435,-0.2571306384809244,-0.2131310637362025,-0.21068536056673245,-0.1799914695350355,-0.1543780859234487,-0.15435584061906263,-0.15940963171342926,-0.32254748962159974,-0.32197956169780056,-0.31331868904823074,-0.24673206964207378,-0.24639476962599846,-0.2420376459106501,-0.2276972413202244,-0.22778101387801344,-0.23190278809948656
26,-0.19582145639487947,-0.1941568204100486,-0.15549583735511274,-0.12373124275689229,-0.12329375683162025,-0.11556518101340556,-0.12115711351062822,-0.12107508646731917,-0.11727599772897175,-0.11970947808122158,-0.11907586229266609,-0.11375031877792938,-0.11541237515364088,-0.113418468573347,-0.07649020163979148,-0.2137757142356728,-0.20667386457006315,-0.14550939588597428,-0.12009975374608332,-0.121443425238262,-0.13113565092053245,-0.180750896611024,-0.17717824770740606,-0.17802539519936286,-0.18449962194094977,-0.1841467769425084,-0.17157853379720267,-0.17706109237953155,-0.1748339892859631,-0.14863427744748398,-0.0022865109667364407,-0.005245932445804003,-0.024841157673785762,0.42640886596265065,0.4260320541635006,0.40577339256443473,0.10814749397293136,0.10994414439940417,0.11743063446614625,-0.17739930997958434,-0.17756390772271896,-0.18274975373437233
27,0.11654055616457956,0.11132626940183418,0.0515798212508453,-0.12759883038962527,-0.12707339374303445,-0.11850073149970082,0.32483398792917073,0.3727907168859145,1.2165398344779805,0.09903098022652189,0.1007563831518278,0.0786292423599405,-0.3156897177641018,-0.32461285193442857,-0.25041496750828146,-0.13376996484718898,-0.11819929228215066,0.010225373728125665,-0.22799849468318653,-0.22913504392198708,-0.2368744226289744,-0.23837710678359003,-0.23199726291725153,-0.2305451289047252,-0.23827060065593345,-0.23895987229391902,-0.23115311062025107,-0.1846903836824467,-0.18241882061167577,-0.15528555196413127,-0.07468576960472265,-0.07627500808060286,-0.08911803197284524,-0.18631189027433684,-0.18594309418511634,-0.18276374843753587,-0.25427777829401144,-0.2539704576156191,-0.24967486649933762,-0.1399726479601134,-0.14015606104567083,-0.14591437771415136
28,-0.1814497996676954,-0.18008858936086494,-0.14592349600588103,-0.1044747464514886,-0.10445025637763192,-0.10083131924339725,0.1126968594471274,0.1442668201350978,0.352807186993764,0.11885569019690284,0.13485844326570082,0.10936296751918397,0.1043253929314984,0.11057446486358001,0.16350807384388819,0.13462494163759978,0.12387697352631336,0.05201797008950129,1.1784059073170725,1.2818657714333865,1.481452358724147,0.05416548486864381,0.06914893711194195,0.20801238811922027,-0.2489891308542698,-0.24989089193329148,-0.2430640079103314,-0.06216075393279383,-0.060559584284976375,-0.04834315064996482,0.08021930956011657,0.10327856143747333,0.17044616568842966,1.1029520832119413,1.1987303670673786,1.5187570676257747,-0.22791690960746241,-0.2274973768624536,-0.2229593955265408,-0.2509205042401501,-0.2509812667753566,-0.254688516417129
29,-0.1547610209293629,-0.15397055447103727,-0.12812223504320283,-0.11827201853804772,-0.11795456894925226,-0.11140643247850038,-0.11285380889740955,-0.11071756027230793,-0.16942766965555114,-0.19748319750983886,-0.19727761844314382,-0.18229974711588778,0.4662198516589926,0.49949750404200033,0.46230619210098306,-0.2427783709683384,-0.23895913027146523,-0.17496434064891822,-0.1835875271114909,-0.1848188210329345,-0.19338875704632105,1.9473802560616575,2.0096102121997337,2.121576903265813,-0.23370785015342382,-0.23431480269014307,-0.2261440111704262,-0.17847441833797745,-0.18021335533536909,-0.17101074549030748,-0.24391087785808566,-0.24207019603728622,-0.23836026482341086,-0.3079521796847428,-0.3127879560934613,-0.3074379526755805,-0.24828705864920486,-0.2479750673587404,-0.24371861078518112,-0.19111552922025865,-0.19124782408294952,-0.19608172071088215
30,0.14158338181128471,0.13585754099284103,0.0683109093267426,-0.13744313872086314,-0.13670776134314563,-0.1260438683790547,-0.1383204542401651,-0.1314871236489637,-0.12596881778134933,-0.18912997403113396,-0.18878703011628195,-0.174464758045195,-0.09649656542800991,-0.09352054451148209,-0.05910385994214639,0.0010534498639922587,-0.002844767678051624,-0.02365692789268459,1.6942778885977974,1.689972480150136,1.6509506116957315,0.8616896276383571,0.814573802488115,0.7726635553345036,-0.20772830168707296,-0.20784337682870044,-0.19743359625152931,-0.19505861875787744,-0.19271901166627906,-0.16427348423337385,-0.24392363458681454,-0.2420986623175946,-0.2384334832307873,-0.23733880171824207,-0.23301988610843005,-0.20414942956125776,-0.2491227074924685,-0.24879978705840747,-0.2444865113209083,-0.23195207002715668,-0.23203418289283412,-0.2360956808413836
31,-0.22872893107667167,-0.2263290788998933,-0.17727983868528127,-0.10942393225716002,-0.10929715870469763,-0.1046384703531038,-0.2660791098684955,-0.2662216192005479,-0.26331085897583567,0.009564505307161181,0.010952530290563792,0.00046610296465483234,-0.35894931813559794,-0.3729587591037971,-0.3042308124156524,-0.18268199010702338,-0.1771517301308677,-0.1278030115285232,3.2318695643067032,3.226435632369094,3.1672170337403855,-0.032535226083907826,-0.036112824481559704,-0.04251914043755486,-0.23836091366404644,-0.23904829154612392,-0.2312259186065107,-0.12923933096539997,-0.12729015432240356,-0.10703689050706622,0.08325377725240736,0.07854082240175034,0.05055424989282164,-0.23266627712042304,-0.2321758183035936,-0.22684345882771353,-0.2324219163608084,-0.23202572342105265,-0.2275386214375043,-0.17753688531658499,-0.177682198778105,-0.18274227751121055
